-1.7175,-1.4651
-1.7108,-1.4624
-1.7127,-1.5022
-1.761,-1.4731
-1.7525,-1.4382
-1.7325,-1.3541
-1.7348,-1.4594
-1.7026,-1.4539
-1.738,-1.4514
-1.7619,-1.4835
-1.7171,-1.457
-1.7194,-1.4914
-1.6487,-1.4612
-1.6829,-1.4885
-1.708,-1.51
-1.6924,-1.4797
-1.7337,-1.3936
-1.781,-1.4136
-1.6898,-1.4579
-1.7208,-1.492
-1.674,-1.5193
-1.6923,-1.4798
-1.697,-1.4678
-1.7344,-1.4807
-1.6953,-1.4459
-1.7353,-1.418
-1.7139,-1.4466
-1.7241,-1.4364
-1.7115,-1.4526
-1.6472,-1.512
-1.7256,-1.4559
-1.7334,-1.4528
-1.6788,-1.5175
-1.7413,-1.4621
-1.7208,-1.4351
-1.7583,-1.5335
-1.7088,-1.472
-1.7023,-1.4625
-1.7003,-1.4419
-1.7181,-1.4041
-1.6982,-1.4613
-1.7327,-1.4656
-1.7715,-1.4627
-1.7342,-1.4332
-1.6908,-1.539
-1.6683,-1.4891
-1.6864,-1.4282
-1.7328,-1.4507
-1.7038,-1.448
-1.7489,-1.4357
-1.6951,-1.4668
-1.7007,-1.534
-1.7616,-1.3985
-1.7229,-1.4815
-1.661,-1.5023
-1.7757,-1.4847
-1.7328,-1.4573
-1.7614,-1.4725
-1.7446,-1.4562
-1.7633,-1.4603
-1.699,-1.4615
-1.7399,-1.4283
-1.7069,-1.4619
-1.6897,-1.4288
-1.7194,-1.4745
-1.6891,-1.4759
-1.7153,-1.4642
-1.7173,-1.4478
-1.6971,-1.4541
-1.6766,-1.4461
-1.718,-1.4802
-1.6548,-1.4071
-1.7458,-1.4315
-1.7733,-1.5133
-1.6987,-1.4999
-1.7789,-1.5244
-1.7967,-1.4779
-1.7099,-1.5004
-1.7008,-1.4817
-1.7173,-1.405
-1.7151,-1.4485
-1.689,-1.4379
-1.7181,-1.4885
-1.6989,-1.4372
-1.7156,-1.4276
-1.7173,-1.4856
-1.6463,-1.4784
-1.6418,-1.4792
-1.6953,-1.4364
-1.6754,-1.4915
-1.6606,-1.4586
-1.75,-1.472
-1.7761,-1.4008
-1.6617,-1.4582
-1.6975,-1.4451
-1.7441,-1.5061
-1.6764,-1.4301
-1.6747,-1.4891
-1.6377,-1.4598
-1.704,-1.5101
-1.7034,-1.4767
-1.7325,-1.4937
-1.7779,-1.4956
-1.7182,-1.4719
-1.6594,-1.463
-1.7292,-1.4162
-1.6874,-1.5057
-1.7412,-1.5199
-1.6482,-1.5004
-1.6533,-1.4881
-1.7206,-1.4633
-1.7264,-1.4797
